Total Land Area (acres),Number of Cows,Farm Size,Date,Product ID,Product Name,Brand,Quantity (liters/kg),Price per Unit,Total Value,Storage Condition,Production Date,Expiration Date,Quantity Sold (liters/kg),Price per Unit (sold),Approx. Total Revenue(INR),Customer Location,Sales Channel
297.02,52,Large,05-07-2019,4,Yogurt,Palle2patnam,973.05,98.8,96137.34,Refrigerated,13-05-2019,04-06-2019,592,100.68,59602.56,Karnataka,Wholesale
912.71,88,Small,04-03-2020,5,Ice Cream,Amul,987.59,32.56,32155.9304,Frozen,26-02-2020,27-03-2020,795,31.61,25129.95,Gujarat,Wholesale
498.58,79,Medium,25-05-2022,3,Cheese,Amul,361.12,16.98,6131.8176,Refrigerated,24-04-2022,07-06-2022,233,21.16,4930.28,Madhya Pradesh,Online
944.53,13,Small,01-03-2021,1,Milk,Amul,304.49,37.8,11509.722,Polythene Packet,14-02-2021,15-02-2021,244,37.3,9101.2,West Bengal,Online
58.59,15,Medium,07-09-2020,5,Ice Cream,Amul,371.28,81.89,30404.1192,Frozen,06-09-2020,29-09-2020,267,81.56,21776.52,Telangana,Wholesale
143.49,39,Medium,11-12-2020,9,Paneer,Raj,69.78,46.87,3270.5886,Refrigerated,01-12-2020,15-12-2020,45,50.2,2259,Maharashtra,Wholesale
332.62,89,Medium,25-10-2020,7,Lassi,Raj,459.11,29.93,13741.1623,Refrigerated,28-09-2020,13-10-2020,21,34.29,720.09,Chandigarh,Wholesale
574.02,20,Medium,06-04-2020,1,Milk,Sudha,475.94,61.47,29256.0318,Polythene Packet,27-03-2020,29-03-2020,100,58.19,5819,Jharkhand,Retail
982.77,30,Small,24-08-2022,1,Milk,Amul,630.73,39.24,24749.8452,Polythene Packet,25-07-2022,26-07-2022,8,34.81,278.48,Chandigarh,Retail
909.32,29,Medium,15-09-2022,9,Paneer,Mother Dairy,53.11,43.11,2289.5721,Refrigerated,25-08-2022,07-09-2022,42,39.03,1639.26,Jharkhand,Retail
276.7,82,Medium,25-06-2020,6,Curd,Mother Dairy,86.18,65.58,5651.6844,Refrigerated,11-06-2020,16-06-2020,53,69.46,3681.38,Kerala,Online
167.55,46,Small,21-11-2020,7,Lassi,Amul,266.74,84.47,22531.5278,Refrigerated,17-10-2020,04-11-2020,218,87.33,19037.94,Chandigarh,Retail
85.86,29,Medium,08-06-2021,9,Paneer,Sudha,279.54,12.35,3452.319,Refrigerated,15-04-2021,25-04-2021,201,12.08,2428.08,Kerala,Retail
207.06,30,Large,26-11-2021,9,Paneer,Sudha,885.61,15.88,14063.4868,Refrigerated,06-11-2021,18-11-2021,194,18.5,3589,Uttar Pradesh,Online
895.82,15,Large,06-12-2022,3,Cheese,Dynamix Dairies,704.15,82.63,58183.9145,Frozen,02-12-2022,14-02-2023,149,79.99,11918.51,Madhya Pradesh,Retail
721.98,82,Large,08-12-2019,2,Butter,Amul,677.86,63.3,42908.538,Refrigerated,28-10-2019,04-12-2019,307,63.18,19396.26,Haryana,Retail
39.07,34,Medium,14-09-2022,7,Lassi,Amul,474.05,12.67,6006.2135,Refrigerated,14-08-2022,27-08-2022,220,8.46,1861.2,Delhi,Wholesale
408.66,80,Large,12-05-2021,4,Yogurt,Palle2patnam,995.82,93.96,93567.2472,Frozen,24-03-2021,22-04-2021,718,94.62,67937.16,Rajasthan,Online
225.87,95,Medium,21-07-2021,1,Milk,Sudha,61.57,33.11,2038.5827,Polythene Packet,25-05-2021,26-05-2021,13,35.68,463.84,Kerala,Wholesale
363.62,83,Medium,19-05-2020,8,Buttermilk,Sudha,803.03,57.69,46326.8007,Refrigerated,09-04-2020,16-04-2020,6,59.52,357.12,Gujarat,Wholesale
953.28,46,Medium,22-09-2022,10,Ghee,Raj,739.84,87.57,64787.7888,Ambient,23-08-2022,27-11-2022,316,86.66,27384.56,Uttar Pradesh,Wholesale
299.81,88,Medium,05-11-2019,10,Ghee,Amul,55.99,89.19,4993.7481,Ambient,25-10-2019,30-12-2019,29,92.23,2674.67,Uttar Pradesh,Wholesale
714.59,84,Medium,18-10-2019,9,Paneer,Raj,239.11,92.7,22165.497,Refrigerated,25-08-2019,06-09-2019,206,89.37,18410.22,Uttar Pradesh,Wholesale
399.85,37,Small,14-08-2019,1,Milk,Sudha,212.56,53.37,11344.3272,Polythene Packet,01-08-2019,03-08-2019,165,54.98,9071.7,Uttar Pradesh,Wholesale
614.12,46,Small,23-06-2019,2,Butter,Mother Dairy,726.76,36.68,26657.5568,Refrigerated,08-06-2019,15-07-2019,304,32.36,9837.44,Maharashtra,Retail
512.09,78,Small,18-10-2020,1,Milk,Raj,372.37,99.25,36957.7225,Tetra Pack,20-09-2020,18-10-2020,80,96.49,7719.2,Chandigarh,Wholesale
281.68,88,Small,27-08-2020,6,Curd,Amul,82.33,70.7,5820.731,Refrigerated,27-07-2020,02-08-2020,2,67.49,134.98,Karnataka,Wholesale
80.94,93,Small,28-03-2020,1,Milk,Mother Dairy,700.61,85.72,60056.2892,Polythene Packet,14-02-2020,15-02-2020,255,87.59,22335.45,Chandigarh,Wholesale
128.82,56,Medium,03-06-2021,10,Ghee,Mother Dairy,810.39,83.36,67554.1104,Ambient,21-04-2021,11-09-2021,282,82.9,23377.8,Uttar Pradesh,Wholesale
555.52,86,Large,16-06-2022,4,Yogurt,Amul,763.13,45.74,34905.5662,Refrigerated,01-06-2022,26-06-2022,136,44.69,6077.84,Kerala,Online
95.69,37,Medium,15-12-2021,8,Buttermilk,Mother Dairy,954.98,55.34,52848.5932,Refrigerated,17-11-2021,28-11-2021,461,52.85,24363.85,Gujarat,Wholesale
904.98,79,Large,09-03-2020,8,Buttermilk,Mother Dairy,133.63,67.82,9062.7866,Refrigerated,06-03-2020,16-03-2020,101,65.42,6607.42,Chandigarh,Wholesale
721.16,94,Small,04-08-2019,1,Milk,Sudha,45.51,26.99,1228.3149,Polythene Packet,11-06-2019,12-06-2019,8,30.59,244.72,Karnataka,Retail
291.68,16,Small,23-10-2020,6,Curd,Sudha,819.81,45.23,37080.0063,Refrigerated,17-09-2020,22-09-2020,7,40.39,282.73,Delhi,Wholesale
399.4,38,Large,11-11-2021,1,Milk,Mother Dairy,275.72,19.14,5277.2808,Tetra Pack,23-09-2021,15-10-2021,41,17.74,727.34,Chandigarh,Online
596.28,21,Small,07-12-2019,8,Buttermilk,Amul,369.94,93.37,34541.2978,Refrigerated,25-10-2019,07-11-2019,145,91.51,13268.95,Chandigarh,Wholesale
708.9,67,Large,20-12-2020,6,Curd,Sudha,391.2,54.8,21437.76,Refrigerated,10-11-2020,17-11-2020,81,52.84,4280.04,Delhi,Online
304.02,87,Large,10-12-2021,9,Paneer,Sudha,240.66,87.46,21048.1236,Refrigerated,04-11-2021,11-11-2021,239,86.95,20781.05,Rajasthan,Retail
758.87,94,Small,25-07-2020,3,Cheese,Amul,657.01,84.46,55491.0646,Refrigerated,27-05-2020,30-07-2020,42,80.15,3366.3,Madhya Pradesh,Online
227.65,20,Medium,08-04-2020,6,Curd,Mother Dairy,410.77,84.79,34829.1883,Refrigerated,13-03-2020,20-03-2020,292,83.76,24457.92,Kerala,Online
679.15,82,Medium,03-01-2019,2,Butter,Parag Milk Foods,514.72,56.53,29097.1216,Refrigerated,13-12-2018,12-01-2019,173,56.79,9824.67,Tamil Nadu,Online
984.43,95,Medium,01-01-2019,10,Ghee,Mother Dairy,564.08,79.42,44799.2336,Ambient,10-12-2018,11-02-2019,427,77.21,32968.67,Kerala,Retail
883.55,92,Medium,10-08-2020,3,Cheese,Passion Cheese,992.52,31.8,31562.136,Frozen,09-08-2020,06-09-2020,120,33.42,4010.4,Maharashtra,Online
874.77,48,Medium,07-11-2019,7,Lassi,Amul,417.65,32.16,13431.624,Refrigerated,26-09-2019,12-10-2019,166,31.02,5149.32,Chandigarh,Retail
649.73,80,Medium,24-01-2020,4,Yogurt,Dodla Dairy,186.63,48.43,9038.4909,Frozen,19-01-2020,13-02-2020,82,44.83,3676.06,Madhya Pradesh,Online
95.99,57,Large,07-10-2020,7,Lassi,Mother Dairy,804.16,15.14,12174.9824,Refrigerated,16-09-2020,04-10-2020,792,12.64,10010.88,Karnataka,Wholesale
100.78,39,Large,25-10-2020,4,Yogurt,Amul,330.65,31.92,10554.348,Frozen,29-09-2020,27-10-2020,180,33.13,5963.4,Chandigarh,Wholesale
316.89,35,Large,05-04-2021,5,Ice Cream,Mother Dairy,561.73,73.83,41472.5259,Frozen,17-03-2021,10-04-2021,473,75,35475,Tamil Nadu,Retail
451.47,24,Large,01-08-2020,8,Buttermilk,Amul,376.54,60.5,22780.67,Refrigerated,22-06-2020,06-07-2020,287,64.42,18488.54,Rajasthan,Online
832.1,59,Medium,02-06-2019,3,Cheese,Dynamix Dairies,71.44,22.7,1621.688,Refrigerated,18-05-2019,13-08-2019,39,24.1,939.9,Maharashtra,Online
506.9,42,Small,23-11-2022,3,Cheese,Amul,297.88,11.34,3377.9592,Refrigerated,11-10-2022,02-01-2023,282,12.71,3584.22,Chandigarh,Retail
335,76,Large,02-06-2021,10,Ghee,Sudha,630.64,98.99,62427.0536,Ambient,24-05-2021,18-08-2021,29,100.41,2911.89,Rajasthan,Wholesale
610.54,90,Large,02-09-2022,9,Paneer,Sudha,272.21,34.94,9511.0174,Refrigerated,10-08-2022,23-08-2022,82,34.85,2857.7,Rajasthan,Retail
633.47,35,Medium,08-06-2022,6,Curd,Mother Dairy,832.92,88.75,73921.65,Refrigerated,31-05-2022,07-06-2022,359,85.71,30769.89,Chandigarh,Online
20.48,37,Small,24-08-2019,7,Lassi,Mother Dairy,80.94,57.97,4692.0918,Refrigerated,02-08-2019,17-08-2019,57,60.35,3439.95,Gujarat,Retail
24.58,77,Medium,12-06-2019,10,Ghee,Mother Dairy,322.23,38.23,12318.8529,Ambient,28-05-2019,15-08-2019,86,42.22,3630.92,Delhi,Wholesale
965.36,11,Small,03-08-2019,1,Milk,Amul,380.1,84.9,32270.49,Polythene Packet,24-06-2019,26-06-2019,235,80.97,19027.95,Jharkhand,Wholesale
563.26,58,Medium,13-11-2022,5,Ice Cream,Mother Dairy,23.55,55.98,1318.329,Frozen,17-10-2022,14-11-2022,13,51.98,675.74,Jharkhand,Online
931.46,73,Medium,27-02-2022,7,Lassi,Mother Dairy,872.21,75.31,65686.1351,Refrigerated,23-02-2022,10-03-2022,175,71.53,12517.75,Delhi,Retail
936.12,92,Large,24-02-2022,6,Curd,Mother Dairy,796.73,55.95,44577.0435,Refrigerated,11-01-2022,18-01-2022,320,54.38,17401.6,Maharashtra,Retail
281.43,13,Medium,23-01-2020,5,Ice Cream,Mother Dairy,365.14,68.96,25180.0544,Frozen,20-12-2019,19-01-2020,274,65.32,17897.68,Madhya Pradesh,Wholesale
256.13,44,Small,12-08-2022,5,Ice Cream,Dodla Dairy,205.77,34.46,7090.8342,Frozen,20-06-2022,19-07-2022,14,30.15,422.1,Jharkhand,Retail
335.5,77,Medium,26-07-2021,9,Paneer,Mother Dairy,421.74,78.56,33131.8944,Refrigerated,19-07-2021,26-07-2021,127,76.17,9673.59,Bihar,Wholesale
880.74,21,Small,02-02-2019,2,Butter,Amul,844.47,95.38,80545.5486,Frozen,02-01-2019,09-02-2019,188,90.64,17040.32,Karnataka,Retail
563.1,81,Small,25-11-2021,5,Ice Cream,Palle2patnam,278.58,93.01,25910.7258,Frozen,19-10-2021,15-11-2021,109,94.07,10253.63,Karnataka,Retail
869.53,29,Medium,17-06-2019,7,Lassi,Sudha,745.63,67.74,50508.9762,Refrigerated,07-05-2019,19-05-2019,388,72.7,28207.6,Telangana,Online
424.88,36,Medium,25-02-2019,5,Ice Cream,Palle2patnam,369.61,52.94,19567.1534,Frozen,18-02-2019,13-03-2019,27,52.21,1409.67,Chandigarh,Online
150.27,34,Large,17-03-2020,6,Curd,Mother Dairy,26.85,21.19,568.9515,Refrigerated,27-02-2020,03-03-2020,5,18.51,92.55,Jharkhand,Retail
627.78,86,Large,28-05-2021,10,Ghee,Mother Dairy,817.19,74.83,61150.3277,Ambient,13-04-2021,30-06-2021,655,72.69,47611.95,Haryana,Wholesale
654.19,91,Large,19-01-2022,8,Buttermilk,Mother Dairy,584.94,76.24,44595.8256,Refrigerated,13-01-2022,21-01-2022,66,77.46,5112.36,Jharkhand,Online
568.48,19,Large,07-04-2021,9,Paneer,Sudha,324.78,45.25,14696.295,Refrigerated,04-04-2021,15-04-2021,316,45.46,14365.36,Jharkhand,Wholesale
943.81,47,Large,13-05-2022,9,Paneer,Mother Dairy,638.88,83.67,53455.0896,Refrigerated,08-04-2022,15-04-2022,331,82.91,27443.21,Madhya Pradesh,Online
353.38,36,Medium,18-08-2019,5,Ice Cream,Mother Dairy,526.99,24.09,12695.1891,Frozen,03-07-2019,27-07-2019,219,19.62,4296.78,Karnataka,Online
272.14,52,Medium,08-08-2022,5,Ice Cream,Mother Dairy,429.58,50.9,21865.622,Frozen,20-06-2022,15-07-2022,156,54.53,8506.68,Rajasthan,Online
523.54,46,Small,09-11-2020,2,Butter,Amul,883.7,14.31,12645.747,Frozen,22-09-2020,18-10-2020,250,17.28,4320,Tamil Nadu,Wholesale
680.4,71,Large,18-08-2021,6,Curd,Sudha,658.24,49.69,32707.9456,Refrigerated,22-06-2021,29-06-2021,427,50.98,21768.46,Maharashtra,Wholesale
406.07,31,Small,11-02-2020,1,Milk,Mother Dairy,644.42,51.21,33000.7482,Tetra Pack,18-01-2020,14-02-2020,485,50.86,24667.1,Chandigarh,Online
832.47,56,Medium,16-07-2022,9,Paneer,Sudha,202.73,91.03,18454.5119,Refrigerated,06-06-2022,20-06-2022,95,93.07,8841.65,Karnataka,Retail
797.53,52,Small,05-11-2019,3,Cheese,Dynamix Dairies,850.42,27.3,23216.466,Frozen,03-11-2019,31-12-2019,638,32.28,20594.64,Uttar Pradesh,Retail
325.06,23,Small,12-04-2019,1,Milk,Raj,791.02,96.75,76531.185,Tetra Pack,20-03-2019,15-04-2019,762,94.7,72161.4,Gujarat,Retail
643.13,49,Small,06-12-2020,8,Buttermilk,Amul,27.32,69.59,1901.1988,Refrigerated,05-11-2020,17-11-2020,25,72.61,1815.25,Chandigarh,Online
93.88,93,Small,08-05-2019,7,Lassi,Amul,123.8,14.2,1757.96,Refrigerated,12-03-2019,25-03-2019,39,10.83,422.37,Tamil Nadu,Online
535.21,58,Medium,24-09-2019,1,Milk,Mother Dairy,347.23,63.29,21976.1867,Polythene Packet,13-09-2019,14-09-2019,153,63.02,9642.06,Delhi,Retail
78.27,54,Medium,24-11-2020,1,Milk,Raj,895.75,12.05,10793.7875,Tetra Pack,12-10-2020,04-11-2020,887,16.07,14254.09,Telangana,Retail
594.49,12,Small,25-02-2021,6,Curd,Amul,873.48,44.19,38599.0812,Refrigerated,03-01-2021,08-01-2021,348,42.55,14807.4,Telangana,Online
248.47,20,Large,05-10-2019,1,Milk,Amul,420.95,54.51,22945.9845,Polythene Packet,16-08-2019,18-08-2019,282,57.35,16172.7,Gujarat,Online
645.07,24,Medium,18-09-2022,8,Buttermilk,Raj,514.55,97.7,50271.535,Refrigerated,07-09-2022,17-09-2022,346,101.88,35250.48,Kerala,Online
830.93,27,Medium,13-01-2022,7,Lassi,Amul,550.92,59.29,32664.0468,Refrigerated,04-01-2022,18-01-2022,410,55.44,22730.4,Kerala,Retail
385.39,28,Large,19-10-2020,4,Yogurt,Dodla Dairy,549.47,54.32,29847.2104,Refrigerated,05-09-2020,01-10-2020,135,58.65,7917.75,Karnataka,Retail
297.56,80,Small,12-11-2020,7,Lassi,Sudha,100.3,92.57,9284.771,Refrigerated,13-09-2020,25-09-2020,71,94.3,6695.3,West Bengal,Wholesale
141.46,69,Large,03-02-2019,3,Cheese,Britannia Industries,253.04,79.63,20149.5752,Refrigerated,07-01-2019,30-03-2019,71,83.67,5940.57,Haryana,Retail
643.98,23,Large,04-02-2019,7,Lassi,Amul,783.34,17.6,13786.784,Refrigerated,31-01-2019,15-02-2019,524,13.42,7032.08,Chandigarh,Retail
799.25,51,Large,08-02-2021,4,Yogurt,Palle2patnam,561.7,19.39,10891.363,Frozen,23-12-2020,19-01-2021,82,19.72,1617.04,Chandigarh,Online
276.54,95,Medium,04-09-2022,10,Ghee,Sudha,356.3,23.13,8241.219,Ambient,19-08-2022,10-11-2022,288,22.35,6436.8,Karnataka,Wholesale
850.69,72,Large,18-09-2020,8,Buttermilk,Mother Dairy,408.26,91.1,37192.486,Refrigerated,24-08-2020,02-09-2020,310,93.69,29043.9,West Bengal,Wholesale
594.11,100,Medium,06-04-2022,5,Ice Cream,Palle2patnam,728.07,81.51,59344.9857,Frozen,05-04-2022,01-05-2022,33,86.32,2848.56,Tamil Nadu,Online
766.94,77,Small,22-06-2022,8,Buttermilk,Sudha,164,12.21,2002.44,Refrigerated,29-05-2022,08-06-2022,118,11.32,1335.76,Karnataka,Retail
859.97,58,Medium,13-01-2020,6,Curd,Raj,208.75,34.29,7158.0375,Refrigerated,10-01-2020,16-01-2020,60,35.13,2107.8,Rajasthan,Retail
498.79,61,Small,06-09-2022,2,Butter,Amul,556.3,71.47,39758.761,Refrigerated,15-08-2022,23-09-2022,299,75.52,22580.48,Kerala,Retail
412.03,86,Large,08-04-2021,1,Milk,Sudha,985.85,50.2,49489.67,Tetra Pack,12-02-2021,10-03-2021,326,51,16626,West Bengal,Online
738.12,64,Medium,07-12-2020,5,Ice Cream,Amul,877.76,19.96,17520.0896,Frozen,22-10-2020,17-11-2020,618,19.96,12335.28,Karnataka,Online
365.57,83,Large,23-10-2020,8,Buttermilk,Amul,782.49,86.9,67998.381,Refrigerated,29-09-2020,11-10-2020,689,91.15,62802.35,Tamil Nadu,Wholesale
630.08,22,Large,25-12-2021,8,Buttermilk,Sudha,522.19,12.37,6459.4903,Refrigerated,13-12-2021,20-12-2021,214,12.28,2627.92,Kerala,Online
161.84,71,Large,15-04-2022,7,Lassi,Amul,121.03,31.5,3812.445,Refrigerated,03-03-2022,17-03-2022,18,30.09,541.62,Rajasthan,Wholesale
142.93,70,Small,06-06-2021,2,Butter,Mother Dairy,323.86,27.33,8851.0938,Frozen,27-05-2021,28-06-2021,8,25.65,205.2,Bihar,Online
740.24,48,Medium,20-04-2020,10,Ghee,Mother Dairy,656.46,81.77,53678.7342,Ambient,20-02-2020,08-06-2020,146,82.19,11999.74,West Bengal,Retail
407.17,91,Large,04-05-2022,10,Ghee,Sudha,565.4,13.99,7909.946,Ambient,06-03-2022,02-06-2022,556,14.29,7945.24,Chandigarh,Retail
452.03,25,Medium,24-08-2022,6,Curd,Sudha,220.21,63.67,14020.7707,Refrigerated,27-06-2022,03-07-2022,218,65.75,14333.5,Delhi,Retail
849,51,Large,25-03-2019,4,Yogurt,Dodla Dairy,724.27,98.37,71246.4399,Refrigerated,10-02-2019,12-03-2019,489,99.61,48709.29,Delhi,Retail
56.22,12,Large,27-11-2019,8,Buttermilk,Mother Dairy,768.94,29.29,22522.2526,Refrigerated,20-11-2019,04-12-2019,748,26.97,20173.56,Haryana,Wholesale
177.04,38,Large,14-09-2021,7,Lassi,Sudha,2.11,20.15,42.5165,Refrigerated,25-07-2021,07-08-2021,1,17.46,17.46,Bihar,Online
871.13,82,Medium,25-10-2019,7,Lassi,Amul,923.24,37.15,34298.366,Refrigerated,06-09-2019,19-09-2019,414,37.79,15645.06,Chandigarh,Wholesale
525.68,37,Small,26-08-2019,10,Ghee,Raj,88.04,47.77,4205.6708,Ambient,02-07-2019,06-11-2019,22,51.79,1139.38,Uttar Pradesh,Retail
415.37,97,Large,06-10-2020,7,Lassi,Sudha,680.44,36.63,24924.5172,Refrigerated,15-09-2020,03-10-2020,566,40.37,22849.42,Karnataka,Online
14.45,12,Small,19-12-2020,2,Butter,Mother Dairy,513.86,83.47,42891.8942,Frozen,12-12-2020,20-01-2021,160,87.4,13984,Chandigarh,Online
30.27,82,Medium,28-07-2019,6,Curd,Mother Dairy,566.41,99.78,56516.3898,Refrigerated,13-06-2019,20-06-2019,110,101.1,11121,Telangana,Retail
31.57,60,Large,14-09-2022,2,Butter,Warana,731.94,19.22,14067.8868,Frozen,11-09-2022,10-10-2022,309,17.96,5549.64,Tamil Nadu,Retail
283.12,19,Large,06-09-2022,2,Butter,Mother Dairy,950.92,90.18,85753.9656,Refrigerated,22-07-2022,25-08-2022,642,93.13,59789.46,Haryana,Online
774.85,26,Medium,23-05-2021,1,Milk,Sudha,143.87,94.51,13597.1537,Tetra Pack,12-04-2021,07-05-2021,59,96.85,5714.15,Karnataka,Retail
910.52,67,Large,03-03-2022,7,Lassi,Amul,591.13,96.59,57097.2467,Refrigerated,26-01-2022,10-02-2022,413,93.64,38673.32,Rajasthan,Online
166.18,93,Medium,26-03-2022,10,Ghee,Mother Dairy,335.83,13.99,4698.2617,Ambient,06-02-2022,13-05-2022,156,17.74,2767.44,Chandigarh,Wholesale
629.79,69,Medium,22-07-2020,10,Ghee,Sudha,228.21,91.51,20883.4971,Ambient,02-07-2020,03-11-2020,103,95.02,9787.06,Bihar,Retail
726.98,10,Medium,03-10-2022,9,Paneer,Mother Dairy,888.43,92.52,82197.5436,Refrigerated,06-08-2022,15-08-2022,772,92.82,71657.04,Delhi,Online
87.03,46,Large,26-09-2021,6,Curd,Amul,484.47,78.33,37948.5351,Refrigerated,01-08-2021,06-08-2021,404,75.53,30514.12,Uttar Pradesh,Retail
34.26,56,Small,03-06-2019,1,Milk,Mother Dairy,107.91,41.4,4467.474,Tetra Pack,01-05-2019,28-05-2019,16,36.59,585.44,Haryana,Online
536.88,19,Medium,02-07-2020,10,Ghee,Raj,195.58,96.7,18912.586,Ambient,12-06-2020,26-10-2020,116,92.65,10747.4,Jharkhand,Retail
855.88,92,Medium,19-11-2019,8,Buttermilk,Sudha,19.6,12.88,252.448,Refrigerated,29-10-2019,10-11-2019,9,10.7,96.3,Jharkhand,Retail
968.85,36,Small,24-12-2019,2,Butter,Amul,586.65,28.32,16613.928,Refrigerated,24-11-2019,30-12-2019,289,29.76,8600.64,Kerala,Online
722.5,72,Medium,04-04-2022,2,Butter,Mother Dairy,318.94,10.97,3498.7718,Refrigerated,23-03-2022,25-04-2022,220,7.79,1713.8,Madhya Pradesh,Retail
460.02,85,Large,11-01-2021,10,Ghee,Raj,500.55,91.57,45835.3635,Ambient,26-12-2020,24-03-2021,173,89.2,15431.6,Jharkhand,Wholesale
481.57,32,Small,19-02-2022,1,Milk,Mother Dairy,909.29,66.17,60167.7193,Tetra Pack,16-01-2022,11-02-2022,342,66.52,22749.84,Delhi,Wholesale
422.11,42,Small,14-07-2021,1,Milk,Raj,814.72,56.52,46047.9744,Polythene Packet,18-05-2021,19-05-2021,552,53.5,29532,Karnataka,Wholesale
452.22,79,Small,08-03-2019,6,Curd,Amul,989.32,66.96,66244.8672,Refrigerated,01-03-2019,06-03-2019,109,62.11,6769.99,Bihar,Online
598.87,42,Small,16-09-2021,10,Ghee,Raj,194.18,64.63,12549.8534,Ambient,31-07-2021,20-12-2021,58,63.28,3670.24,Madhya Pradesh,Wholesale
252.69,54,Small,26-01-2020,7,Lassi,Amul,704.51,73.6,51851.936,Refrigerated,12-12-2019,29-12-2019,552,77.74,42912.48,Delhi,Retail
298.41,61,Small,13-03-2022,3,Cheese,Britannia Industries,213.37,87.85,18744.5545,Refrigerated,12-01-2022,26-02-2022,170,86.92,14776.4,Delhi,Wholesale
278.26,87,Small,15-10-2020,3,Cheese,Passion Cheese,945.88,46.62,44096.9256,Refrigerated,22-08-2020,10-11-2020,261,42.7,11144.7,Tamil Nadu,Wholesale
484.08,37,Small,23-01-2021,2,Butter,Amul,20.38,52.93,1078.7134,Refrigerated,05-01-2021,13-02-2021,11,55.79,613.69,Bihar,Retail
742.26,26,Large,06-09-2019,7,Lassi,Amul,894.86,51.96,46496.9256,Refrigerated,25-07-2019,06-08-2019,178,49.12,8743.36,Uttar Pradesh,Wholesale
268.35,16,Small,12-07-2019,3,Cheese,Amul,532.05,95.54,50832.057,Frozen,21-05-2019,03-07-2019,282,98.47,27768.54,West Bengal,Wholesale
630.37,61,Large,15-12-2019,9,Paneer,Amul,104.3,96.34,10048.262,Refrigerated,20-10-2019,03-11-2019,76,101.1,7683.6,Maharashtra,Online
727.36,89,Medium,03-01-2022,3,Cheese,Passion Cheese,651.41,62.48,40700.0968,Frozen,11-11-2021,22-12-2021,497,59.66,29651.02,Chandigarh,Retail
861.5,22,Large,21-06-2019,5,Ice Cream,Dodla Dairy,701.46,98.78,69290.2188,Frozen,23-04-2019,20-05-2019,596,98.09,58461.64,Uttar Pradesh,Retail
431.64,37,Small,16-05-2020,6,Curd,Amul,103.34,24.46,2527.6964,Refrigerated,26-03-2020,01-04-2020,27,20.51,553.77,Chandigarh,Online
774.19,13,Medium,23-06-2019,10,Ghee,Sudha,327.95,55.03,18047.0885,Ambient,19-05-2019,21-07-2019,129,54.14,6984.06,West Bengal,Retail
658.87,57,Large,24-08-2020,10,Ghee,Amul,894.53,84.49,75578.8397,Ambient,12-07-2020,13-10-2020,381,89.08,33939.48,Madhya Pradesh,Online
489.15,80,Small,17-07-2021,7,Lassi,Raj,256.77,94.88,24362.3376,Refrigerated,15-06-2021,02-07-2021,235,95.07,22341.45,Madhya Pradesh,Online
62.57,31,Small,07-09-2019,3,Cheese,Passion Cheese,221.31,84.24,18643.1544,Refrigerated,24-07-2019,17-09-2019,200,89.22,17844,Chandigarh,Online
67.36,49,Small,20-11-2022,8,Buttermilk,Amul,362.51,95.74,34706.7074,Refrigerated,02-10-2022,09-10-2022,293,94.48,27682.64,Jharkhand,Online
69.73,23,Large,17-09-2020,2,Butter,Amul,596.83,97.03,57910.4149,Refrigerated,06-08-2020,31-08-2020,303,99.95,30284.85,Madhya Pradesh,Online
697.61,32,Medium,09-06-2022,1,Milk,Sudha,880.17,47.88,42142.5396,Polythene Packet,03-06-2022,05-06-2022,575,52.4,30130,Chandigarh,Retail
324.01,77,Large,21-01-2022,4,Yogurt,Mother Dairy,860.39,40.86,35155.5354,Refrigerated,25-11-2021,18-12-2021,228,39.75,9063,Jharkhand,Retail
795.25,62,Small,21-08-2021,10,Ghee,Raj,706.78,30.39,21479.0442,Ambient,09-07-2021,10-09-2021,364,29.1,10592.4,Maharashtra,Online
908.75,51,Small,18-05-2021,10,Ghee,Mother Dairy,268.09,33.54,8991.7386,Ambient,25-03-2021,16-07-2021,232,29.41,6823.12,Chandigarh,Online
117.82,55,Medium,23-11-2022,1,Milk,Mother Dairy,107.48,94.8,10189.104,Tetra Pack,25-09-2022,19-10-2022,58,92.81,5382.98,Maharashtra,Wholesale
843.07,77,Medium,20-05-2019,5,Ice Cream,Mother Dairy,945.02,10.76,10168.4152,Frozen,12-04-2019,12-05-2019,122,13.38,1632.36,Maharashtra,Wholesale
576.38,86,Small,27-04-2020,3,Cheese,Amul,265.07,25.71,6814.9497,Refrigerated,26-04-2020,04-07-2020,81,21.38,1731.78,Uttar Pradesh,Retail
360.91,71,Large,03-01-2021,2,Butter,Amul,462.49,66.49,30750.9601,Frozen,28-11-2020,05-01-2021,110,71.38,7851.8,Tamil Nadu,Retail
702.76,90,Large,22-06-2022,2,Butter,Mother Dairy,501.16,24.45,12253.362,Refrigerated,02-05-2022,29-05-2022,290,21.08,6113.2,Gujarat,Wholesale
18.84,57,Small,15-11-2019,10,Ghee,Mother Dairy,347.15,56.1,19475.115,Ambient,13-11-2019,04-04-2020,174,58.06,10102.44,Uttar Pradesh,Retail
349.94,92,Medium,22-01-2020,1,Milk,Sudha,558.02,55.91,31198.8982,Tetra Pack,29-11-2019,25-12-2019,520,51.26,26655.2,Tamil Nadu,Wholesale
92.74,100,Small,08-02-2022,9,Paneer,Sudha,689.89,96.78,66767.5542,Refrigerated,19-01-2022,28-01-2022,561,92.37,51819.57,Chandigarh,Wholesale
